Unnamed: 0,Place Name,Place ID,Latitude,Longitude,Rating,User Ratings Total,Types,Price Level,Vicinity,Location,District
116,Il Giglio,ChIJJ82AwxwKkEcRCpvgv7UBUNI,47.3709053,8.5283009,4.7,130,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Weberstrasse 14, Zürich",Weberstrasse 14, Zürich
117,Hongxi,ChIJ-x0PcRAKkEcRs159JGSF7m8,47.37781,8.529589,4.4,337,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Zwinglistrasse 3, Zürich",Zwinglistrasse 3, Zürich
118,Taste of Africa,ChIJ7_esbjYLkEcR_waqByYWAMA,47.3793939,8.5279364,4.7,77,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Militärstrasse 117, Zürich",Militärstrasse 117, Zürich
119,Morgenstern da mario,ChIJlzqKixAKkEcRVRCukofxY5Q,47.3784335,8.5283851,4.2,213,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Zwinglistrasse 27, Zürich",Zwinglistrasse 27, Zürich
120,Paprika,ChIJvQ1_4y8KkEcRJyZ6OxdYefM,47.3787264,8.5065026,4.6,67,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Brahmsstrasse 22, Zürich",Brahmsstrasse 22, Zürich
121,Huusbeiz,ChIJN1HfnSQKkEcRORLDyUnrUfo,47.3774842,8.5125639,4.7,299,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Badenerstrasse 310, Zürich",Badenerstrasse 310, Zürich
122,Hardhof,ChIJiWSc0CQKkEcR9jS9SzslYUE,47.3781918,8.510869999999999,4.5,474,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Badenerstrasse 344, Zürich",Badenerstrasse 344, Zürich
123,eNDi Burger,ChIJAaqaoekLkEcRxaX5unPWmBI,47.3774324,8.512745599999999,4.4,518,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Zypressenstrasse 49, Zürich",Zypressenstrasse 49, Zürich
124,Restaurant Mediacampus,ChIJ9xkREDQKkEcR6U-gL-Phsw0,47.3849406,8.5032239,4.3,101,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Baslerstrasse 30, Zürich",Baslerstrasse 30, Zürich
125,SBB Restaurant,ChIJVeC3LDQKkEcRvhSWwQ_7VPI,47.3856419,8.507034599999999,4.5,126,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Hohlstrasse 364, Zürich",Hohlstrasse 364, Zürich
126,Oval,ChIJb71EzjMKkEcR5idwS4PmBRw,47.3826276,8.501093599999999,3.9,10,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Badenerstrasse 500, Zürich",Badenerstrasse 500, Zürich
127,Pho 50,ChIJxSaEnyQKkEcRlSYolkcqxa8,47.377314,8.5129796,4.5,383,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Zypressenstrasse 50, Zürich",Zypressenstrasse 50, Zürich
128,Restaurant Hardplatz chez Thomas,ChIJI075jE0LkEcRyfkf2o-tPps,47.3824412,8.514153,4.8,79,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Hardpl. 9, Zürich",Hardpl. 9, Zürich
129,Züri Bistro Albisriederplatz,ChIJy1oG2SQKkEcRGkIqfSqQNTs,47.3779328,8.5107083,4.6,414,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,"Badenerstrasse 343, Zürich",Badenerstrasse 343, Zürich
130,Crowne Plaza Restaurant,ChIJFwRjPzAKkEcRCDKjc96quKU,47.3803363,8.5062689,3.7,29,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Badenerstrasse 420, Zürich",Badenerstrasse 420, Zürich
132,DelhiHouse of Bestcurry Indian/Indisches Restaurant,ChIJcUVCoCQKkEcR9FkOaQ02w0Q,47.3774278,8.5132184,4.6,615,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Zypressenstrasse 52, Zürich",Zypressenstrasse 52, Zürich
133,LÉGÈRE Bar & Restaurant,ChIJT5Wo0JILkEcRYaLSXGBRYSY,47.3763962,8.514312,4.8,108,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",0,"Badenerstrasse 281, Zürich",Badenerstrasse 281, Zürich
134,Suan Long,ChIJ29D1MCUKkEcR3iiFwsoQzeo,47.378349,8.509527799999999,4.1,98,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Badenerstrasse 355, Zürich",Badenerstrasse 355, Zürich
135,"Restaurant Hardplatz, Takeawey Pizzeria Etna",ChIJ2z4z9TsKkEcRYr0QS_8CfpU,47.3822147,8.5145201,4.3,112,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,"Hardpl. 7, Zürich",Hardpl. 7, Zürich
136,Ayverdi's,ChIJkXchR5oLkEcRUzLMjTa-UeQ,47.3799972,8.5061166,4.4,2069,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Badenerstrasse 415, Zürich",Badenerstrasse 415, Zürich
137,Iberia Tapas,ChIJf-tA2IgLkEcRfAbrxK6FyzQ,47.3782758,8.5087026,4.7,380,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Albisriederstrasse 16, Zürich",Albisriederstrasse 16, Zürich
138,Al Mouchtar,ChIJK6zEl0wLkEcR2IvO9uXUUWI,47.3826944,8.5002366,4.5,314,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Badenerstrasse 541, Zürich",Badenerstrasse 541, Zürich
139,Da Cono,ChIJ548QuDMKkEcRuHxN03faOkU,47.3826408,8.5010656,4.1,653,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Badenerstrasse 526, Zürich",Badenerstrasse 526, Zürich
140,New Point,ChIJ8w7wKyUKkEcRF-Zi8pWrAP0,47.3785415,8.5100907,4.0,580,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Albisrieder - Platz 5, Zürich",Albisrieder - Platz 5, Zürich
141,Shilla,ChIJfQ6YhjEKkEcREfgJ8_2UoUc,47.3815037,8.5026285,4.3,702,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Badenerstrasse 505, Zürich",Badenerstrasse 505, Zürich
142,Z am Park,ChIJPYxk9CQKkEcRwavC2lu73WU,47.3765377,8.511362499999999,4.2,408,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Zurlindenstrasse 275, Zürich",Zurlindenstrasse 275, Zürich
143,Freihof,ChIJh7q9dDMKkEcR99OMkjCBRG4,47.3834263,8.4995149,4.3,89,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Badenerstrasse 540, Zürich",Badenerstrasse 540, Zürich
144,Stoller,ChIJays7NCUKkEcRpqieuBdP9Mo,47.3784332,8.5094304,4.3,163,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Badenerstrasse 357, Zürich",Badenerstrasse 357, Zürich
145,Platform,ChIJVVVVVUgKkEcRb9D6bgTifsI,47.3859775,8.516149799999999,4.6,49,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Maagpl. 1, Zürich",Maagpl. 1, Zürich
146,Café Boy,ChIJa_xULiMKkEcREJP_a6KdM7c,47.3778919,8.516025599999999,4.5,348,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Kochstrasse 2, Zürich",Kochstrasse 2, Zürich
147,Singapore,ChIJCdYZozMKkEcRU8vtTeOrA9c,47.38305889999999,8.5003758,4.1,977,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Badenerstrasse 530, Zürich",Badenerstrasse 530, Zürich
148,Letzistübli,ChIJzQCorS0KkEcRjtT4Z7vcRkU,47.3773706,8.4986348,4.5,75,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Albisriederstrasse 171, Zürich",Albisriederstrasse 171, Zürich
149,Ooki Pavillon,ChIJESC-RwwLkEcRPB9vn4piukk,47.3807607,8.5040829,4.5,367,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Badenerstrasse 457, Zürich",Badenerstrasse 457, Zürich
150,K2,ChIJyyaMNz8KkEcRlFksf6xjmCw,47.38648939999999,8.516487699999999,4.3,210,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",2,"Zahnradstrasse 22, Zürich",Zahnradstrasse 22, Zürich
151,Five Spice,ChIJAxTMVyIKkEcRavYDFivOuU4,47.37583859999999,8.516393599999999,4.4,338,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Sihlfeldstrasse 81, Zürich",Sihlfeldstrasse 81, Zürich
152,Ristorante Da Angela,ChIJqSTmrDUKkEcR0m_hQ4yCtKc,47.3869597,8.5014465,4.7,613,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Hohlstrasse 449, Zürich",Hohlstrasse 449, Zürich
153,Delicias latinas,ChIJ9SKs_CIKkEcRKyAi1SzPSWs,47.3762175,8.5153825,4.5,242,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Badenerstrasse 260, Zürich",Badenerstrasse 260, Zürich
154,Taverne Da Angelo,ChIJWQIzYGoMkEcRZj6w_HsxRdQ,47.3761686,8.514820499999999,4.6,402,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Badenerstrasse 275, Zürich",Badenerstrasse 275, Zürich
155,An Chay,ChIJMz_r4pgLkEcRnR5eV6tYcOg,47.3790418,8.5154895,4.6,120,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Zypressenstrasse 94, Zürich",Zypressenstrasse 94, Zürich
156,Parea,ChIJP1-tAEQLkEcRkIwNcBmFNcE,47.3759016,8.5141794,4.7,233,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Zentralstrasse 161, Zürich",Zentralstrasse 161, Zürich
158,Azzurro,ChIJkcN4qjUKkEcRi7RoyCJxyMg,47.3870813,8.5009534,4.4,1181,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Hohlstrasse 451, Zürich",Hohlstrasse 451, Zürich
159,Thai Choks,ChIJ74Ao6PMLkEcRLu5uyPIuZK4,47.3759508,8.5153012,4.3,11,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Badenerstrasse 263, Zürich",Badenerstrasse 263, Zürich
160,Little Thai,ChIJFwIhUCIKkEcR6qQid0SILdY,47.3752421,8.5163199,4.4,52,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Bertastrasse 3, Zürich",Bertastrasse 3, Zürich
161,Coop CremAmore Zürich Letzipark,ChIJyRiXxDQKkEcRg5HVeffRU54,47.38631480000001,8.4993863,3.8,13,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Baslerstrasse 50, Zürich",Baslerstrasse 50, Zürich
162,Barranco,ChIJJzyJ4z8LkEcRgeP_DjOW_8Y,47.3792351,8.5157958,4.6,656,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Sihlfeldstrasse 141, Zürich",Sihlfeldstrasse 141, Zürich
163,Grotto Reale,ChIJ67Fq9CMKkEcRI8LvsQaO5ZI,47.37472450000001,8.512694699999999,4.4,240,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Martastrasse 145, Zürich",Martastrasse 145, Zürich
164,mit&ohne kebab | restaurant & take away,ChIJMT22CRQLkEcR3xORxgoKIzs,47.3759474,8.5161718,4.7,1100,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Badenerstrasse 248, Zürich",Badenerstrasse 248, Zürich
165,GEBETA Bar & Restaurant,ChIJ1b7tbMQLkEcR81aGW_c0ge0,47.375128,8.517325,4.8,171,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Meinrad-Lienert-Strasse 27, Zürich",Meinrad-Lienert-Strasse 27, Zürich
166,Tenz,ChIJ720mASMKkEcR5Yjdik7YaFk,47.3761,8.5155519,4.7,759,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Badenerstrasse 256, Zürich",Badenerstrasse 256, Zürich
