,Place Name,Place ID,Latitude,Longitude,Rating,User Ratings Total,Types,Price Level,Vicinity
130,Loft Five,ChIJ89b43A8KkEcRO0Xx4rAWdjY,47.3783756,8.5339314,4.1,1749,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",3,"Europaallee 15, Zürich"
131,Schönau,ChIJp4M1XRcKkEcRQEqHt2wpOgs,47.3783754,8.524272700000001,4.5,234,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Hohlstrasse 78, Zürich"
132,Werkhof,ChIJx0rEERcKkEcRyQ9yp8Xkn_A,47.3794706,8.5237137,3.9,96,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Brauerstrasse 97, Zürich"
133,Fattoush Zürich,ChIJt7nZbLwLkEcRv0Qc6Aw8bkY,47.3715608,8.5254737,4.8,42,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Birmensdorferstrasse 51, Zürich"
134,LÈ Cuisine | 乐厨,ChIJQ8PbCPMLkEcRvOMSxUre01s,47.3739022,8.527999399999999,4.3,155,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"St. Jakobstrasse 7, Zürich"
135,Việt Street Food,ChIJhXWTOEYLkEcRz0Ja8C-WGAc,47.3758042,8.5361745,4.3,169,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Usteristrasse 21, Zürich"
136,Talacker,ChIJze6A9gMKkEcRqICLh3VwWkM,47.371893,8.534785,4.0,109,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Talacker 41, Zürich"
137,Saigon,ChIJ4ZzajgQKkEcRkiUUiNl6VyA,47.3730058,8.532774700000001,4.4,1080,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Sihlstrasse 97, Zürich"
138,Gartenhof,ChIJFbo-bBwKkEcR6JM4-AYaK5I,47.371914,8.5255849,4.3,535,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Gartenhofstrasse 1, Zürich"
139,Nooch Asian Kitchen Badenerstrasse,ChIJq6TV-24LkEcReZUxmzJTFgM,47.3740785,8.5251402,4.5,516,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Badenerstrasse 101, Zürich"
140,The Bite,ChIJIaa2eRoKkEcROVddjNVMw8E,47.3772994,8.5278835,4.5,2527,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Brauerstrasse 15, Zürich"
141,Gamper,ChIJG568ORcKkEcR4AhLwtFoE5E,47.3791571,8.5250355,4.4,179,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Nietengasse 1, Zürich"
142,Knödl,ChIJ18Rai0ILkEcRpQld-_B1yv4,47.3791382,8.524645,4.9,195,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Brauerstrasse 78, Zürich"
143,Restaurant Schützengasse,ChIJl2mcrAgKkEcREZACW5Xh4HU,47.3771148,8.5375415,4.4,515,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Schützengasse 32, Zürich"
144,Tremondi,ChIJc_nmtYcLkEcRQfLvvBIXNU4,47.3768423,8.5268445,4.7,207,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Molkenstrasse 20, Zürich"
145,Coop to go,ChIJyabSSEALkEcRbSih1A5expk,47.37277510000001,8.5368256,4.0,1,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"St. Annagasse 11, Zürich"
146,Restaurant Sopra,ChIJI58lMdELkEcRAMy_r915lYA,47.3742941,8.5374555,4.0,33,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Seidengasse 1, Zürich"
147,Luigia,ChIJ_0YzhycLkEcREC8sx6hleRI,47.3704873,8.5354656,4.1,2115,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Talstrasse 61, Zürich"
148,Bank,ChIJp97uPxoKkEcRz5UjdY3VvsM,47.3764146,8.5264949,4.2,1763,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",3,"Molkenstrasse 15, Zürich"
149,KAIMUG HB Food Station,ChIJIQhOUFMLkEcRP3OtyjQcGLM,47.3782309,8.535991500000002,3.3,81,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Sihlquai, Zürich"
150,Glogge Egge,ChIJO6xGoQYKkEcR3L8U0fsGoMw,47.37290489999999,8.5365208,4.3,127,"['bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Sihlstrasse 31, Zürich"
151,Riithalle,ChIJx_jJswUKkEcRgwywjsQLQug,47.3747135,8.534485600000002,4.1,1426,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Gessnerallee 8, Zürich"
152,Bahnhof Wiedikon,ChIJXXQenh4KkEcRPog_N9xNBvg,47.3708903,8.5234139,4.3,470,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Seebahnstrasse 33, Zürich"
153,Emilio,ChIJX0GueBsKkEcR2IPvt_txjoQ,47.3729881,8.5271466,4.6,219,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Zweierstrasse 9, Zürich"
154,Migros Restaurant,ChIJicVfxQUKkEcRrbxHS1dFpDw,47.3752322,8.5364528,4.2,779,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",1,"Löwenstrasse 31-35, Zürich"
155,Bernerhof,ChIJeXm93wQKkEcR9MeSrdfl2LI,47.3745938,8.5321216,4.4,240,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Zeughausstrasse 1, Zürich"
156,Thai Takeaway,ChIJ80xkfRsKkEcROnNaABJkZzg,47.3726235,8.5276321,4.5,58,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Werdstrasse 62, Zürich"
157,Aargauerhof,ChIJdwnACBoKkEcRlOZe2EYxL2w,47.37736839999999,8.526135499999999,4.3,415,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Hohlstrasse 43, Zürich"
158,Werdguet,ChIJx4_tkhwKkEcR-P0skZvkNPA,47.3715485,8.5273839,4.4,190,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Morgartenstrasse 30, Zürich"
159,James Joyce,ChIJJzJlsQYKkEcRIVgHjafHIJc,47.372227,8.537009,4.3,612,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",3,"Pelikanstrasse 8, Zürich"
160,BILO BISTRO,ChIJOx36KuILkEcRtj0cnl9EmIE,47.3764349,8.5284023,4.7,37,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Ankerstrasse 116, Zürich"
161,Restaurant Trübli Grotto Bar,ChIJQ_H_0rULkEcRvp2nIa21X-4,47.3765399,8.5290286,4.8,86,"['restaurant', 'park', 'bar', 'food', 'point_of_interest', 'establishment']",0,"Zeughausstrasse 67, Zürich"
162,Simply Soup,ChIJ3UgDsBwKkEcRGAxcQl7GCoU,47.3718243,8.529046,4.6,120,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Hallwylstrasse 24, Zürich"
163,Restaurant Enja,ChIJuUU5wugLkEcR5NhbqJ2qVwY,47.3737258,8.5374298,4.4,118,"['restaurant', 'park', 'bar', 'food', 'point_of_interest', 'establishment']",0,"Sihlstrasse 9, Zürich"
164,Gambrinus,ChIJt_XAvhAKkEcRl7n7Rc4lXLg,47.3787295,8.5269941,4.4,238,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Langstrasse 103, Zürich"
165,Viet-Thai,ChIJ26B2bRAKkEcRtyARuN37eW0,47.3780746,8.5300262,4.6,256,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Kanonengasse 31, Zürich"
166,Don Leone,ChIJ_whoHxsKkEcRYRhSFKK_XQQ,47.374667,8.529062,4.3,1220,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Bäckerstrasse 31, Zürich"
167,Italia,ChIJq4p1lBoKkEcRd1lYBV7M5BA,47.3763867,8.5293196,4.4,629,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Zeughausstrasse 61, Zürich"
168,Europaallee,ChIJRZDl6Q8KkEcRi0fd0kMMRg8,47.3784348,8.532655400000001,4.1,18,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Eisgasse 10, Zürich"
169,Olif,ChIJ6Qe9pxAKkEcRFLTtxjxE--k,47.3776954,8.5263784,4.2,276,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Langstrasse 81, Zürich"
170,MAZÌ im Morgarten | Griechisches Mezze Restaurant,ChIJu1EkGaMLkEcRuXOU6Ftr0wA,47.3714862,8.527817299999999,4.5,250,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Morgartenstrasse 26, Zürich"
171,Thach,ChIJqZ09QxAKkEcRKP3hQwz-9Rc,47.3786688,8.529901599999999,4.6,681,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,"Militärstrasse 84, Zürich"
172,Masala,ChIJE_JZQxsKkEcRJF8kgqWKQBI,47.3729909,8.5290306,4.1,481,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Stauffacherstrasse 27, Zürich"
173,Neela,ChIJx6iJAxwKkEcRPvKe4kZb57I,47.3779907,8.5297821,4.6,382,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Kanonengasse 29, Zürich"
174,Pyramids,ChIJM7APZxwKkEcRbnJqKZiPyrM,47.3715232,8.5261363,4.6,374,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Werdstrasse 99, Zürich"
175,Il Giglio,ChIJJ82AwxwKkEcRCpvgv7UBUNI,47.3709053,8.5283009,4.7,130,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Weberstrasse 14, Zürich"
176,Taste of Africa,ChIJ7_esbjYLkEcR_waqByYWAMA,47.3793939,8.5279364,4.7,77,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Militärstrasse 117, Zürich"
177,Morgenstern da mario,ChIJlzqKixAKkEcRVRCukofxY5Q,47.3784335,8.5283851,4.2,213,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Zwinglistrasse 27, Zürich"
178,Barteca,ChIJ4_BB3qkLkEcRyATIoKDDG_4,47.377651,8.5271258,4.2,142,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Brauerstrasse 29, Zürich"
179,Eichhörnli,ChIJhT2dLhcKkEcR4DuYz0hnSpI,47.3797005,8.5256937,4.7,230,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Nietengasse 16, Zürich"
180,Hardhof,ChIJiWSc0CQKkEcR9jS9SzslYUE,47.3781918,8.510869999999999,4.5,474,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Badenerstrasse 344, Zürich"
